query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice,rewardTokenPerLP,feePerDollar
2022-02-21T10:00:00.000Z,0.019856742192092502,1,0.000006714529962548794,0.000025345286716856436,-9.259260025373806e-13,192642235.3233,2872101.6698,2872101.6698,9.259260025373806e-13,9.259260025373806e-13,0.000006714529962548794,1.0000067145299625,-1.1102230246251565e-16,0.9991741885631626,384.58109489889557,7.503741781181797,0.000045064,0.00002534528749869346
2022-02-21T11:00:00.000Z,0.019856742192092502,0.9931186703118825,0.0000131760922607274,0.000056514405007412944,0.00002978577563683693,192522661.5839,6426419.8035,3554318.1337,-0.006911115463754336,-0.006911115463754336,-0.006868153595856772,0.9931318464041432,-0.00003278350166691091,1.0003362521436294,378.84309152491585,7.388739841177487,0.000044742599999999994,0.000031385088786842846
2022-02-21T12:00:00.000Z,0.019856742192092502,0.9817558133927097,0.000018972368944122433,0.00008947631309487314,0.0000677571138135713,200841836.6464,10392980.671600001,3966560.8681,-0.018311943721103896,-0.018311943721103896,-0.018225214238346204,0.9817747857616538,-0.0001795041365796335,0.9996411600207721,370.4520671823916,7.226257869024968,0.00004241430000000001,0.00003357444638211472
2022-02-21T13:00:00.000Z,0.019856742192092502,0.9787831846336986,0.0000246501136277317,0.00012633875650674642,0.00010165676778384203,204877909.3075,14931809.759200001,4538829.0876,-0.02131847213408522,-0.02131847213408522,-0.021192165252673645,0.9788078347473264,-0.00026177099002666626,1.0005085195975985,367.867253165872,7.153858831656215,0.000041307500000000004,0.00003766150032963822
2022-02-21T14:00:00.000Z,0.019856742192092502,0.9776602819013156,0.000030190951927860492,0.00016587541660171084,0.00014080436532859508,205917043.22259998,19830222.5986,4898412.8394,-0.022480522464012997,-0.022480522464012997,-0.022309527146756544,0.9776904728532435,-0.00027116907768565124,0.9997276095954524,367.2808553120083,7.08102139202628,0.00004119179999999999,0.00004044008061041377
2022-02-21T15:00:00.000Z,0.019856742192092502,0.9925218271630974,0.000036397556164104365,0.00020768344177984747,0.00018679784733721672,231808199.07750002,25574024.4655,5743801.8669,-0.007664970684239769,-0.007664970684239769,-0.007441775280738448,0.9925582247192616,-0.0000397890545055235,1.0004002341218083,378.24395647934205,7.288389795615374,0.00003677670000000001,0.00004212302762623794
2022-02-21T16:00:00.000Z,0.019856742192092502,0.9938133543767691,0.00004181483924747656,0.000232441096010968,0.00021056834200505747,228857129.4814,28927693.4131,3353668.9476,-0.006397213965235959,-0.006397213965235959,-0.0061448307839834255,0.9938551692160166,-0.00003193434722936761,1.0007482589024719,379.07914811610743,7.286869163906787,0.000037492199999999986,0.00002491177453741225
2022-02-21T17:00:00.000Z,0.019856742192092502,0.9912345593576374,0.00004715920997560861,0.0002586039840875839,0.00023616718460239827,228996000.4777,32483091.4677,3555398.0546,-0.009001607826965019,-0.009001607826965019,-0.008718281432387013,0.9912817185676129,-0.000049782881116677835,1.0001099578292658,377.33517022088495,7.273651017722281,0.000037528100000000004,0.000026394245664603174
2022-02-21T18:00:00.000Z,0.019856742192092502,0.9902461099327847,0.000052306263625300345,0.0002690367482060968,-0.0018618737444883182,235262167.87660003,33941097.7964,1458006.3287,-0.007892016322726958,-0.007892016322726958,-0.009701583803589976,0.99029841619641,-0.00004086602789366012,1.0002912989342592,378.11206554521607,7.256664458819035,0.00003648449999999999,0.000010535526307358025
2022-02-21T19:00:00.000Z,0.019856742192092502,0.9821923144483572,0.000056865673368225096,0.00030493787112957274,0.0002908866067824478,233352892.1216,38958463.552200004,5017365.7558,-0.018098572158425252,-0.018098572158425252,-0.01775081987827458,0.9822491801217255,-0.00019166550675253635,1.0004900175016003,370.2986778146459,7.168703610405636,0.000036484300000000006,0.000036552029449094095
